id,full_name,mail,tel,date_naissance,adresse,numero_contrat,type_contrat,annee_inscription,prime_annuelle,profession,situation_familiale,kpi_score,sentiment
153,Hedi Rekik,client153@mail.tn,+21661663497,1976-04-11,"186 Rue 13, Ben Arous",STAR-000153,VIE,2014,2013.96,ENSEIGNANT,MARIE,92,POSITIF
154,Sami Turki,client154@mail.tn,+21694431161,1990-04-28,"31 Rue 48, Zaghouan",STAR-000154,VOYAGE,2000,351.59,INGENIEUR,CELIBATAIRE,65,NEUTRE
155,Hela Rekik,client155@mail.tn,+21668876742,1995-06-25,"93 Rue 33, Bizerte",STAR-000155,VOYAGE,2017,390.33,ENSEIGNANT,DIVORCE,44,NEUTRE
156,Hela Turki,client156@mail.tn,+21664291551,1983-06-14,"142 Rue 38, Bizerte",STAR-000156,RC,2007,593.77,CHAUFFEUR,MARIE,42,NEUTRE
157,Mariem Ouali,client157@mail.tn,+21666908535,1996-04-16,"126 Rue 47, Mateur",STAR-000157,HABITATION,2021,3618.43,ENSEIGNANT,DIVORCE,76,POSITIF
158,Youssef Bouaziz,client158@mail.tn,+21663533857,1971-09-21,"36 Rue 41, Nabeul",STAR-000158,RC,2002,566.76,ETUDIANT,MARIE,41,NEUTRE
159,Sami Elloumi,client159@mail.tn,+21669882154,1989-06-02,"2 Rue 35, Tunis",STAR-000159,HABITATION,2019,3550.91,AUTRE,VEUF,80,POSITIF
160,Sabrine Nasri,client160@mail.tn,+21695234874,1961-09-27,"39 Rue 16, Ben Arous",STAR-000160,VIE,2005,5881.21,EMPLOYE,MARIE,100,POSITIF
161,Dhouha Bardi,client161@mail.tn,+21667362994,1965-06-13,"21 Rue 42, Hammam-Lif",STAR-000161,SANTE,2022,1956.01,INGENIEUR,DIVORCE,56,NEUTRE
162,Sabrine Gargouri,client162@mail.tn,+21668977571,1963-11-01,"25 Rue 34, La Marsa",STAR-000162,VIE,2015,2613.99,COMMERCANT,DIVORCE,88,POSITIF
163,Amira Mansour,client163@mail.tn,+21696021033,2003-05-18,"151 Rue 10, Monastir",STAR-000163,HABITATION,2005,3632.44,ENSEIGNANT,MARIE,98,POSITIF
164,Bassem Rekik,client164@mail.tn,+21664894730,1996-07-22,"191 Rue 23, Ben Arous",STAR-000164,HABITATION,2024,2326.92,CHAUFFEUR,MARIE,55,NEUTRE
165,Walid Bardi,client165@mail.tn,+21667376562,1980-01-21,"142 Rue 25, Ariana",STAR-000165,VOYAGE,2014,591.77,AUTRE,CELIBATAIRE,45,NEUTRE
166,Skander Nasri,client166@mail.tn,+21666171869,1975-12-03,"93 Rue 7, Ariana",STAR-000166,RC,2012,387.58,CHAUFFEUR,VEUF,13,NEGATIF
167,Houda Belhaj,client167@mail.tn,+21696443037,1966-03-03,"7 Rue 6, Sfax",STAR-000167,AUTO,2017,1089.57,RETRAITE,VEUF,67,NEUTRE
168,Fatma Nasri,client168@mail.tn,+21665503118,1986-07-25,"98 Rue 11, Hammam-Lif",STAR-000168,RC,2017,707.39,INGENIEUR,CELIBATAIRE,27,NEGATIF
169,Nour Mansour,client169@mail.tn,+21694280754,1970-07-09,"185 Rue 41, Monastir",STAR-000169,SANTE,2002,1319.41,ENSEIGNANT,DIVORCE,96,POSITIF
170,Ines Saidi,client170@mail.tn,+21664369728,1979-01-13,"111 Rue 42, Ariana",STAR-000170,VOYAGE,2012,620.81,ENSEIGNANT,VEUF,37,NEGATIF
171,Amel Ayari,client171@mail.tn,+21664352088,1985-06-10,"97 Rue 18, Ariana",STAR-000171,VIE,2015,6017.23,INFORMATICIEN,CELIBATAIRE,100,POSITIF
172,Wissem Trabelsi,client172@mail.tn,+21663586094,1989-12-07,"128 Rue 9, Hammam-Lif",STAR-000172,SANTE,2022,2514.45,EMPLOYE,VEUF,58,NEUTRE
173,Manel Ouali,client173@mail.tn,+21665164624,1964-08-20,"10 Rue 24, Ben Arous",STAR-000173,SANTE,2017,1997.39,RETRAITE,VEUF,63,NEUTRE
174,Rania Boughanmi,client174@mail.tn,+21669703982,1996-11-22,"3 Rue 7, Sfax",STAR-000174,VIE,2024,4097.52,ENSEIGNANT,VEUF,81,POSITIF
175,Fares Mejri,client175@mail.tn,+21662440404,1985-08-25,"124 Rue 7, Tunis",STAR-000175,VIE,2016,5325.83,CHAUFFEUR,DIVORCE,86,POSITIF
176,Fethi Gharbi,client176@mail.tn,+21666037595,1982-05-11,"25 Rue 29, Manouba",STAR-000176,SANTE,2016,2482.25,AUTRE,DIVORCE,79,POSITIF
177,Samir Khelil,client177@mail.tn,+21694889890,1961-06-21,"41 Rue 22, Ben Arous",STAR-000177,RC,2005,674.0,INGENIEUR,CELIBATAIRE,58,NEUTRE
178,Radhia Ayari,client178@mail.tn,+21664603680,1971-11-22,"152 Rue 28, Manouba",STAR-000178,SANTE,2023,1549.4,INFORMATICIEN,CELIBATAIRE,67,NEUTRE
179,Amine Mansour,client179@mail.tn,+21696258048,1996-02-26,"68 Rue 43, Sfax",STAR-000179,HABITATION,2010,1747.84,INGENIEUR,VEUF,87,POSITIF
180,Emna Bardi,client180@mail.tn,+21665002586,1997-02-12,"152 Rue 6, La Marsa",STAR-000180,VOYAGE,2019,622.76,CHAUFFEUR,DIVORCE,21,NEGATIF
181,Ines Ayari,client181@mail.tn,+21699214830,1983-12-05,"48 Rue 32, Nabeul",STAR-000181,HABITATION,2019,2553.85,CHAUFFEUR,VEUF,64,NEUTRE
182,Nour Ayari,client182@mail.tn,+21697864135,1980-08-20,"99 Rue 36, Monastir",STAR-000182,RC,2000,805.87,AUTRE,CELIBATAIRE,63,NEUTRE
183,Rim Mzoughi,client183@mail.tn,+21668672579,1991-03-03,"71 Rue 15, Tunis",STAR-000183,HABITATION,2024,1123.44,INGENIEUR,DIVORCE,64,NEUTRE
184,Sabrine Elloumi,client184@mail.tn,+21692718262,1967-10-04,"185 Rue 29, Mateur",STAR-000184,VOYAGE,2011,587.56,RETRAITE,MARIE,52,NEUTRE
185,Nizar Boughanmi,client185@mail.tn,+21698183451,1988-05-12,"189 Rue 38, Mateur",STAR-000185,RC,2003,507.35,INGENIEUR,CELIBATAIRE,51,NEUTRE
186,Lotfi Saidi,client186@mail.tn,+21699630451,1973-04-26,"181 Rue 19, Ariana",STAR-000186,RC,2017,599.05,MEDECIN,CELIBATAIRE,37,NEGATIF
187,Youssef Chebbi,client187@mail.tn,+21665508325,1963-05-28,"83 Rue 16, Zaghouan",STAR-000187,VIE,2004,2324.77,INGENIEUR,CELIBATAIRE,100,POSITIF
188,Asma Mzoughi,client188@mail.tn,+21692562657,1964-11-26,"125 Rue 21, Manouba",STAR-000188,RC,2023,482.0,MEDECIN,DIVORCE,15,NEGATIF
189,Radhia Haddad,client189@mail.tn,+21699142618,1964-09-13,"73 Rue 22, Ariana",STAR-000189,AUTO,2006,1949.01,AUTRE,DIVORCE,76,POSITIF
190,Afef Chaabane,client190@mail.tn,+21696064462,1962-02-21,"110 Rue 13, Tunis",STAR-000190,SANTE,2005,639.08,AUTRE,VEUF,63,NEUTRE
191,Ridha Belhaj,client191@mail.tn,+21662530068,1965-11-12,"161 Rue 20, Nabeul",STAR-000191,VOYAGE,2021,241.21,CHAUFFEUR,MARIE,21,NEGATIF
192,Mohamed Turki,client192@mail.tn,+21698085252,1990-02-05,"179 Rue 22, Tunis",STAR-000192,HABITATION,2021,1904.76,AUTRE,MARIE,55,NEUTRE
193,Tarek Mansour,client193@mail.tn,+21693396676,1974-07-03,"36 Rue 25, Bizerte",STAR-000193,VIE,2003,6738.72,ENSEIGNANT,DIVORCE,100,POSITIF
194,Hatem Ben Ali,client194@mail.tn,+21662685524,1999-11-06,"176 Rue 29, La Marsa",STAR-000194,SANTE,2006,1442.85,CHAUFFEUR,VEUF,67,NEUTRE
195,Skander Khelil,client195@mail.tn,+21695780177,1997-12-13,"166 Rue 6, Bizerte",STAR-000195,VOYAGE,2010,681.62,CHAUFFEUR,CELIBATAIRE,31,NEGATIF
196,Ridha Zouari,client196@mail.tn,+21669381604,1973-09-20,"62 Rue 32, Mateur",STAR-000196,HABITATION,2012,1754.59,MEDECIN,MARIE,97,POSITIF
197,Hatem Ben Ali,client197@mail.tn,+21692224599,1983-06-05,"175 Rue 12, Ben Arous",STAR-000197,SANTE,2018,2665.95,COMMERCANT,DIVORCE,80,POSITIF
198,Bassem Mansour,client198@mail.tn,+21667749095,1960-05-07,"183 Rue 33, Hammam-Lif",STAR-000198,RC,2012,845.81,RETRAITE,DIVORCE,59,NEUTRE
199,Khaled Gharbi,client199@mail.tn,+21668339797,1977-02-10,"151 Rue 41, Nabeul",STAR-000199,RC,2006,557.91,CHAUFFEUR,DIVORCE,26,NEGATIF
200,Ahmed Rekik,client200@mail.tn,+21693748655,1965-07-04,"4 Rue 46, Sfax",STAR-000200,SANTE,2001,2069.51,MEDECIN,CELIBATAIRE,99,POSITIF
201,Houda Hajlaoui,client201@mail.tn,+21662071594,1993-12-09,"8 Rue 22, Mateur",STAR-000201,AUTO,2023,994.99,MEDECIN,MARIE,63,NEUTRE
202,Yosra Mansour,client202@mail.tn,+21692934976,1991-08-17,"66 Rue 50, Sousse",STAR-000202,VOYAGE,2018,227.72,CHAUFFEUR,DIVORCE,20,NEGATIF
203,Mehdi Elloumi,client203@mail.tn,+21665165165,1960-01-28,"46 Rue 3, Sousse",STAR-000203,RC,2015,371.19,ENSEIGNANT,VEUF,41,NEUTRE
204,Hela Sfar,client204@mail.tn,+21668802985,1977-02-19,"133 Rue 3, Monastir",STAR-000204,VOYAGE,2021,259.7,ETUDIANT,CELIBATAIRE,16,NEGATIF
205,Chiraz Zouari,client205@mail.tn,+21669277218,1980-02-18,"160 Rue 16, Zaghouan",STAR-000205,SANTE,2006,619.13,MEDECIN,DIVORCE,79,POSITIF
206,Mehdi Rekik,client206@mail.tn,+21696159172,1969-01-14,"195 Rue 43, Tunis",STAR-000206,RC,2011,363.1,ETUDIANT,DIVORCE,31,NEGATIF
207,Sami Hajlaoui,client207@mail.tn,+21697249378,1975-07-16,"60 Rue 34, Tunis",STAR-000207,RC,2004,880.79,MEDECIN,MARIE,73,POSITIF
208,Nesrine Jebali,client208@mail.tn,+21666284972,1997-02-17,"170 Rue 9, Nabeul",STAR-000208,AUTO,2012,1419.55,EMPLOYE,MARIE,69,NEUTRE
209,Yosra Sfar,client209@mail.tn,+21667820148,1980-08-09,"28 Rue 11, Sousse",STAR-000209,AUTO,2006,519.5,CHAUFFEUR,MARIE,63,NEUTRE
210,Maher Haddad,client210@mail.tn,+21666499465,1973-08-10,"176 Rue 20, Mateur",STAR-000210,SANTE,2003,1236.02,EMPLOYE,CELIBATAIRE,78,POSITIF
211,Ali Rekik,client211@mail.tn,+21662709721,1982-07-17,"116 Rue 36, Nabeul",STAR-000211,RC,2008,674.03,CHAUFFEUR,MARIE,36,NEGATIF
212,Omar Ben Ali,client212@mail.tn,+21698439543,1963-04-05,"6 Rue 5, Sfax",STAR-000212,AUTO,2011,1717.88,EMPLOYE,DIVORCE,68,NEUTRE
213,Ali Abidi,client213@mail.tn,+21664602338,1967-01-15,"8 Rue 25, Manouba",STAR-000213,RC,2018,317.59,COMMERCANT,VEUF,30,NEGATIF
214,Amine Belhaj,client214@mail.tn,+21667425930,1988-03-02,"141 Rue 31, Nabeul",STAR-000214,HABITATION,2007,3476.71,MEDECIN,VEUF,93,POSITIF
215,Slim Dridi,client215@mail.tn,+21699131572,2001-09-08,"183 Rue 23, Mateur",STAR-000215,VIE,2017,7961.57,ETUDIANT,VEUF,79,POSITIF
216,Hela Elloumi,client216@mail.tn,+21698913550,1980-07-09,"200 Rue 18, Mateur",STAR-000216,AUTO,2019,441.7,INGENIEUR,MARIE,49,NEUTRE
217,Chiraz Khalsi,client217@mail.tn,+21666335227,1970-02-08,"100 Rue 23, La Marsa",STAR-000217,VIE,2017,3067.49,ETUDIANT,CELIBATAIRE,77,POSITIF
218,Hela Trabelsi,client218@mail.tn,+21661942342,2005-12-12,"80 Rue 12, Ben Arous",STAR-000218,HABITATION,2018,3254.43,INGENIEUR,VEUF,80,POSITIF
219,Lotfi Khalsi,client219@mail.tn,+21663478196,1961-09-16,"184 Rue 12, Ariana",STAR-000219,RC,2019,432.21,INGENIEUR,CELIBATAIRE,38,NEGATIF
220,Skander Khelil,client220@mail.tn,+21698329435,1993-06-03,"78 Rue 21, Ariana",STAR-000220,VOYAGE,2021,552.27,COMMERCANT,MARIE,21,NEGATIF
221,Radhia Sfar,client221@mail.tn,+21665941179,1971-12-18,"151 Rue 12, Hammam-Lif",STAR-000221,VIE,2019,7282.4,ENSEIGNANT,CELIBATAIRE,100,POSITIF
222,Karim Ben Ali,client222@mail.tn,+21662305378,2004-10-13,"145 Rue 7, Hammam-Lif",STAR-000222,HABITATION,2019,1129.53,ENSEIGNANT,CELIBATAIRE,69,NEUTRE
223,Rami Sfar,client223@mail.tn,+21696880098,1970-11-03,"68 Rue 14, Tunis",STAR-000223,VIE,2023,5855.16,ENSEIGNANT,VEUF,85,POSITIF
224,Manel Hamdi,client224@mail.tn,+21669044494,1960-01-13,"90 Rue 35, Nabeul",STAR-000224,SANTE,2005,2358.2,COMMERCANT,VEUF,96,POSITIF
225,Karim Mzoughi,client225@mail.tn,+21692562037,1964-01-10,"97 Rue 11, Sousse",STAR-000225,RC,2003,423.1,EMPLOYE,DIVORCE,39,NEGATIF
226,Emna Gargouri,client226@mail.tn,+21665450404,2005-01-14,"85 Rue 14, Sfax",STAR-000226,VIE,2013,2572.48,CHAUFFEUR,MARIE,75,POSITIF
227,Olfa Rekik,client227@mail.tn,+21669058573,1966-01-13,"1 Rue 28, Ariana",STAR-000227,HABITATION,2015,3198.65,CHAUFFEUR,MARIE,81,POSITIF
228,Omar Trabelsi,client228@mail.tn,+21695446036,1973-03-21,"102 Rue 31, Mateur",STAR-000228,VOYAGE,2015,688.53,EMPLOYE,DIVORCE,52,NEUTRE
229,Khaled Ouali,client229@mail.tn,+21693535551,1971-06-13,"68 Rue 15, Manouba",STAR-000229,VOYAGE,2001,293.29,MEDECIN,VEUF,60,NEUTRE
230,Ali Haddad,client230@mail.tn,+21662324645,1994-07-25,"176 Rue 31, Ben Arous",STAR-000230,HABITATION,2001,1910.05,COMMERCANT,VEUF,81,POSITIF
231,Afef Boughanmi,client231@mail.tn,+21694233407,1992-10-17,"115 Rue 12, Mateur",STAR-000231,HABITATION,2019,3710.14,CHAUFFEUR,MARIE,72,POSITIF
232,Ahmed Laabidi,client232@mail.tn,+21667666510,1965-11-14,"187 Rue 5, Ariana",STAR-000232,AUTO,2020,1995.63,CHAUFFEUR,DIVORCE,49,NEUTRE
233,Sonia Belhaj,client233@mail.tn,+21692681144,1993-08-28,"107 Rue 10, Sfax",STAR-000233,RC,2019,750.59,INFORMATICIEN,VEUF,24,NEGATIF
234,Bassem Hamdi,client234@mail.tn,+21667739741,1978-09-12,"45 Rue 18, Tunis",STAR-000234,SANTE,2020,1233.93,AUTRE,VEUF,64,NEUTRE
235,Hedi Abidi,client235@mail.tn,+21692647814,2004-04-02,"78 Rue 20, Ariana",STAR-000235,VIE,2008,4588.92,ENSEIGNANT,MARIE,100,POSITIF
236,Youssef Zouari,client236@mail.tn,+21697273172,1988-06-09,"55 Rue 27, Manouba",STAR-000236,VIE,2020,4209.02,EMPLOYE,CELIBATAIRE,100,POSITIF
237,Hatem Mrabet,client237@mail.tn,+21668657937,1964-05-23,"50 Rue 13, Sousse",STAR-000237,HABITATION,2024,2613.54,RETRAITE,MARIE,72,POSITIF
238,Zied Mejri,client238@mail.tn,+21668484373,2005-04-09,"8 Rue 16, Hammam-Lif",STAR-000238,VOYAGE,2016,611.75,COMMERCANT,MARIE,31,NEGATIF
239,Ridha Gargouri,client239@mail.tn,+21694595669,1997-09-12,"99 Rue 4, Tunis",STAR-000239,VOYAGE,2008,281.76,EMPLOYE,DIVORCE,47,NEUTRE
240,Khaled Khalsi,client240@mail.tn,+21666124763,2003-04-09,"166 Rue 12, Sousse",STAR-000240,VIE,2000,4161.8,ETUDIANT,VEUF,81,POSITIF
241,Rim Ouali,client241@mail.tn,+21697278533,1982-08-09,"27 Rue 1, La Marsa",STAR-000241,AUTO,2021,1146.72,RETRAITE,VEUF,54,NEUTRE
242,Olfa Hamdi,client242@mail.tn,+21697779646,1990-02-11,"39 Rue 34, Monastir",STAR-000242,VOYAGE,2008,520.3,MEDECIN,DIVORCE,57,NEUTRE
243,Salma Saidi,client243@mail.tn,+21664730635,1961-11-16,"10 Rue 38, Zaghouan",STAR-000243,VOYAGE,2013,329.71,COMMERCANT,VEUF,40,NEUTRE
244,Hela Haddad,client244@mail.tn,+21694071377,1992-05-28,"121 Rue 9, Sfax",STAR-000244,AUTO,2017,1745.02,CHAUFFEUR,DIVORCE,50,NEUTRE
245,Radhia Jebali,client245@mail.tn,+21698894293,1974-06-08,"150 Rue 19, Bizerte",STAR-000245,VIE,2013,7164.31,ENSEIGNANT,DIVORCE,100,POSITIF
246,Ridha Mansour,client246@mail.tn,+21696749046,1990-04-17,"14 Rue 10, Nabeul",STAR-000246,RC,2012,807.25,RETRAITE,DIVORCE,45,NEUTRE
247,Hajer Tlili,client247@mail.tn,+21665589036,1969-06-28,"46 Rue 21, Hammam-Lif",STAR-000247,VIE,2002,2672.32,AUTRE,DIVORCE,98,POSITIF
248,Skander Mrabet,client248@mail.tn,+21664345615,1996-03-16,"123 Rue 25, Nabeul",STAR-000248,RC,2013,290.58,COMMERCANT,VEUF,19,NEGATIF
249,Fatma Sfar,client249@mail.tn,+21669444584,1993-04-01,"89 Rue 20, Zaghouan",STAR-000249,VIE,2023,1526.8,INGENIEUR,CELIBATAIRE,64,NEUTRE
250,Rania Mansour,client250@mail.tn,+21699223833,1962-05-10,"176 Rue 9, Nabeul",STAR-000250,SANTE,2019,2346.8,RETRAITE,DIVORCE,84,POSITIF
251,Chiraz Dridi,client251@mail.tn,+21661626854,1970-07-01,"130 Rue 11, La Marsa",STAR-000251,AUTO,2004,758.91,INGENIEUR,MARIE,73,POSITIF
252,Afef Fehri,client252@mail.tn,+21663073581,1994-10-02,"177 Rue 8, Tunis",STAR-000252,HABITATION,2021,4978.72,EMPLOYE,MARIE,85,POSITIF
253,Leila Gharbi,client253@mail.tn,+21662760168,1973-12-22,"156 Rue 45, La Marsa",STAR-000253,VIE,2013,1560.48,EMPLOYE,DIVORCE,81,POSITIF
254,Nizar Khelil,client254@mail.tn,+21669327450,1966-08-07,"181 Rue 27, Ariana",STAR-000254,HABITATION,2008,1799.0,RETRAITE,CELIBATAIRE,95,POSITIF
255,Aymen Gargouri,client255@mail.tn,+21662699372,1981-04-01,"24 Rue 50, Sousse",STAR-000255,RC,2003,670.14,INFORMATICIEN,VEUF,53,NEUTRE
256,Radhia Khalsi,client256@mail.tn,+21692593809,1989-05-09,"174 Rue 21, Ariana",STAR-000256,SANTE,2005,720.19,ETUDIANT,DIVORCE,62,NEUTRE
257,Mohamed Saidi,client257@mail.tn,+21667723930,2002-11-06,"24 Rue 24, Zaghouan",STAR-000257,VOYAGE,2014,378.76,INFORMATICIEN,DIVORCE,40,NEUTRE
258,Wafa Belhaj,client258@mail.tn,+21693674211,1984-12-28,"179 Rue 47, Sousse",STAR-000258,SANTE,2020,2519.76,CHAUFFEUR,MARIE,63,NEUTRE
259,Slim Gargouri,client259@mail.tn,+21692894776,1996-11-15,"187 Rue 9, Hammam-Lif",STAR-000259,AUTO,2024,1378.12,ENSEIGNANT,MARIE,61,NEUTRE
260,Wafa Boughanmi,client260@mail.tn,+21692597897,1964-05-21,"87 Rue 34, Hammam-Lif",STAR-000260,VOYAGE,2021,206.18,RETRAITE,CELIBATAIRE,37,NEGATIF
261,Salma Rekik,client261@mail.tn,+21699318729,1990-06-22,"165 Rue 11, Tunis",STAR-000261,VIE,2004,5669.13,RETRAITE,MARIE,100,POSITIF
262,Ali Bouaziz,client262@mail.tn,+21668517846,1980-04-11,"61 Rue 6, Nabeul",STAR-000262,VOYAGE,2007,225.18,RETRAITE,VEUF,57,NEUTRE
263,Ridha Bouaziz,client263@mail.tn,+21696110305,1988-06-04,"10 Rue 36, Nabeul",STAR-000263,SANTE,2000,2388.57,EMPLOYE,VEUF,79,POSITIF
264,Khaled Tlili,client264@mail.tn,+21664720299,1981-06-27,"169 Rue 24, Zaghouan",STAR-000264,RC,2014,771.61,ENSEIGNANT,VEUF,37,NEGATIF
265,Walid Haddad,client265@mail.tn,+21664287016,2000-05-18,"36 Rue 46, Manouba",STAR-000265,HABITATION,2003,2495.56,ETUDIANT,CELIBATAIRE,82,POSITIF
266,Omar Bardi,client266@mail.tn,+21698558212,1973-08-27,"173 Rue 38, Hammam-Lif",STAR-000266,AUTO,2003,1546.86,COMMERCANT,MARIE,80,POSITIF
267,Salma Elloumi,client267@mail.tn,+21693153888,1968-08-01,"200 Rue 12, Ben Arous",STAR-000267,HABITATION,2017,3944.86,COMMERCANT,VEUF,77,POSITIF
268,Hedi Sfar,client268@mail.tn,+21693318275,1992-07-14,"88 Rue 19, Nabeul",STAR-000268,HABITATION,2024,4663.64,INGENIEUR,DIVORCE,89,POSITIF
269,Emna Elloumi,client269@mail.tn,+21693225862,1979-12-18,"160 Rue 46, Monastir",STAR-000269,VOYAGE,2017,555.94,INGENIEUR,CELIBATAIRE,42,NEUTRE
270,Hatem Sfar,client270@mail.tn,+21698086467,2005-02-25,"192 Rue 35, Hammam-Lif",STAR-000270,VOYAGE,2018,481.14,INFORMATICIEN,VEUF,29,NEGATIF
271,Hatem Hamdi,client271@mail.tn,+21695951637,1961-07-05,"175 Rue 17, Bizerte",STAR-000271,RC,2006,669.18,MEDECIN,CELIBATAIRE,49,NEUTRE
272,Skander Boughanmi,client272@mail.tn,+21665825775,1982-08-04,"166 Rue 36, Zaghouan",STAR-000272,HABITATION,2023,4472.14,RETRAITE,CELIBATAIRE,83,POSITIF
273,Zied Ouali,client273@mail.tn,+21697169672,1984-07-26,"65 Rue 13, Zaghouan",STAR-000273,VIE,2017,3532.25,ETUDIANT,MARIE,86,POSITIF
274,Skander Dridi,client274@mail.tn,+21693182154,1978-08-06,"11 Rue 28, Nabeul",STAR-000274,VIE,2005,1984.05,RETRAITE,MARIE,99,POSITIF
275,Bassem Fehri,client275@mail.tn,+21667007679,1960-06-15,"14 Rue 50, La Marsa",STAR-000275,VIE,2001,7593.71,CHAUFFEUR,DIVORCE,100,POSITIF
276,Samir Sfar,client276@mail.tn,+21664579482,1993-04-06,"138 Rue 26, Ben Arous",STAR-000276,HABITATION,2016,1272.71,CHAUFFEUR,VEUF,51,NEUTRE
277,Amel Mejri,client277@mail.tn,+21695090740,1978-04-25,"89 Rue 29, Hammam-Lif",STAR-000277,HABITATION,2017,3122.0,ETUDIANT,MARIE,74,POSITIF
278,Wissem Sfar,client278@mail.tn,+21664229821,1984-02-13,"131 Rue 29, Ben Arous",STAR-000278,VOYAGE,2009,470.12,ETUDIANT,DIVORCE,39,NEGATIF
279,Nadia Jebali,client279@mail.tn,+21698117053,1966-03-25,"162 Rue 50, Hammam-Lif",STAR-000279,HABITATION,2020,3132.82,EMPLOYE,CELIBATAIRE,81,POSITIF
280,Sami Laabidi,client280@mail.tn,+21692181822,2001-02-24,"19 Rue 4, Sfax",STAR-000280,VIE,2014,2499.4,ENSEIGNANT,MARIE,86,POSITIF
281,Zied Fehri,client281@mail.tn,+21692060950,1986-07-15,"31 Rue 35, Hammam-Lif",STAR-000281,VIE,2010,4128.91,ETUDIANT,VEUF,81,POSITIF
282,Aymen Mansour,client282@mail.tn,+21661517059,1982-09-04,"196 Rue 29, Bizerte",STAR-000282,VOYAGE,2009,593.45,INFORMATICIEN,MARIE,57,NEUTRE
283,Rania Khalsi,client283@mail.tn,+21691187069,1968-12-13,"187 Rue 42, Hammam-Lif",STAR-000283,HABITATION,2020,2179.91,CHAUFFEUR,DIVORCE,78,POSITIF
284,Omar Boughanmi,client284@mail.tn,+21669599207,1960-10-20,"190 Rue 47, Zaghouan",STAR-000284,SANTE,2002,1889.16,MEDECIN,CELIBATAIRE,96,POSITIF
285,Karim Ayari,client285@mail.tn,+21662130159,1974-10-27,"141 Rue 30, Mateur",STAR-000285,VOYAGE,2005,297.16,INFORMATICIEN,MARIE,57,NEUTRE
286,Ines Dridi,client286@mail.tn,+21668560584,1997-08-11,"159 Rue 5, Bizerte",STAR-000286,VOYAGE,2020,264.11,INGENIEUR,MARIE,44,NEUTRE
287,Emna Zouari,client287@mail.tn,+21698316947,2004-10-05,"81 Rue 16, Tunis",STAR-000287,HABITATION,2010,3267.45,COMMERCANT,CELIBATAIRE,74,POSITIF
288,Lilia Mejri,client288@mail.tn,+21662375290,1968-11-24,"79 Rue 32, Mateur",STAR-000288,VOYAGE,2014,638.94,AUTRE,DIVORCE,40,NEUTRE
289,Sonia Saidi,client289@mail.tn,+21694569531,1994-04-09,"162 Rue 2, Ben Arous",STAR-000289,VIE,2002,7261.18,EMPLOYE,MARIE,100,POSITIF
290,Maher Fehri,client290@mail.tn,+21669407451,1994-09-16,"151 Rue 47, Mateur",STAR-000290,VIE,2011,6538.78,COMMERCANT,CELIBATAIRE,100,POSITIF
291,Hedi Mejri,client291@mail.tn,+21699111841,1992-01-22,"41 Rue 12, Manouba",STAR-000291,AUTO,2019,1756.77,CHAUFFEUR,CELIBATAIRE,46,NEUTRE
292,Amira Khalsi,client292@mail.tn,+21666437011,1991-04-03,"121 Rue 30, Nabeul",STAR-000292,VOYAGE,2001,384.72,INGENIEUR,DIVORCE,51,NEUTRE
293,Aymen Hajlaoui,client293@mail.tn,+21692305896,2000-05-27,"168 Rue 25, Nabeul",STAR-000293,VIE,2017,3211.55,INFORMATICIEN,CELIBATAIRE,84,POSITIF
294,Asma Khalsi,client294@mail.tn,+21669632570,1993-07-12,"36 Rue 29, Ben Arous",STAR-000294,VOYAGE,2015,443.43,INFORMATICIEN,MARIE,50,NEUTRE
295,Sirine Gharbi,client295@mail.tn,+21669033176,1971-03-12,"85 Rue 47, Mateur",STAR-000295,HABITATION,2003,3869.21,INGENIEUR,VEUF,100,POSITIF
296,Sirine Mrabet,client296@mail.tn,+21693463987,2001-07-01,"162 Rue 33, Sousse",STAR-000296,AUTO,2018,469.03,INFORMATICIEN,CELIBATAIRE,34,NEGATIF
297,Karim Fehri,client297@mail.tn,+21693861635,1971-09-13,"56 Rue 29, Sfax",STAR-000297,HABITATION,2020,4876.97,ETUDIANT,DIVORCE,92,POSITIF
298,Fethi Chebbi,client298@mail.tn,+21692154992,1998-03-26,"186 Rue 44, Sousse",STAR-000298,HABITATION,2005,4281.81,INFORMATICIEN,DIVORCE,100,POSITIF
299,Hedi Ouali,client299@mail.tn,+21691654924,1968-02-01,"25 Rue 12, La Marsa",STAR-000299,AUTO,2016,1236.34,COMMERCANT,CELIBATAIRE,70,POSITIF
300,Ali Gargouri,client300@mail.tn,+21669088689,2002-03-20,"12 Rue 45, Ariana",STAR-000300,HABITATION,2024,4310.09,COMMERCANT,VEUF,70,POSITIF
301,Houda Hamdi,client301@mail.tn,+21692976835,1987-03-09,"49 Rue 1, Bizerte",STAR-000301,SANTE,2002,2438.06,MEDECIN,VEUF,87,POSITIF
302,Hedi Turki,client302@mail.tn,+21697668174,2004-06-14,"138 Rue 28, Bizerte",STAR-000302,VOYAGE,2013,253.29,INFORMATICIEN,DIVORCE,41,NEUTRE
303,Slim Gargouri,client303@mail.tn,+21692997927,1971-06-18,"181 Rue 26, Mateur",STAR-000303,HABITATION,2009,2935.04,INFORMATICIEN,DIVORCE,94,POSITIF
304,Fares Mrabet,client304@mail.tn,+21693438206,1966-04-17,"100 Rue 41, Sousse",STAR-000304,SANTE,2017,2486.59,INFORMATICIEN,MARIE,83,POSITIF
